sum_iterative_nif (Run Time Measurements),sum_iterative_nif (Memory Usage Measurements),sum_port (Run Time Measurements),sum_port (Memory Usage Measurements),sum_recursive2 (Run Time Measurements),sum_recursive2 (Memory Usage Measurements),sum_recursive (Run Time Measurements),sum_recursive (Memory Usage Measurements),sum_iterative (Run Time Measurements),sum_iterative (Memory Usage Measurements)
2870604,16,5541884,416,4920137,,,,,
2843093,16,5454109,416,4888338,,,,,
2853903,16,5219359,416,4877488,,,,,
2909487,16,6563941,416,4882567,,,,,
2901502,16,6910501,416,4861228,,,,,
2883568,16,6445209,416,4897415,,,,,
2830218,16,6787229,416,4877879,,,,,
2836761,16,6476828,416,4885733,,,,,
2833153,16,6452653,416,4879391,,,,,
2897985,16,5497812,416,4861177,,,,,
2908916,16,6673055,416,4869594,,,,,
2977705,16,6428567,416,4927371,,,,,
2949152,16,6470836,416,4892777,,,,,
2845146,16,6508927,416,4877538,,,,,
2861587,16,6715335,416,4892536,,,,,
2921730,16,5752729,416,4872559,,,,,
2926168,16,5832880,416,4882006,,,,,
2971924,16,5695973,416,4892887,,,,,
2959841,16,5739224,416,4646024,,,,,
2857299,16,5358460,416,4883990,,,,,
2875213,16,5161761,416,4872699,,,,,
2941628,16,5184674,416,4910379,,,,,
2869592,16,6270911,416,4878260,,,,,
2869301,16,6333248,416,4910260,,,,,
2832342,16,6381679,416,4991011,,,,,
2833514,16,6433677,416,4886685,,,,,
2880663,16,6334440,416,4885814,,,,,
2908235,16,5321792,416,4877008,,,,,
2905148,16,5436246,416,4934565,,,,,
2907353,16,5319988,416,4877879,,,,,
2889699,16,5354853,416,4920698,,,,,
2832303,16,5384249,416,4977957,,,,,
2893297,16,5036586,416,4941608,,,,,
2907964,16,6368225,416,4942952,,,,,
2876275,16,6233130,416,4985491,,,,,
2829166,16,6598015,416,4944885,,,,,
2833154,16,6337056,416,4945946,,,,,
2848713,16,6286921,416,4941608,,,,,
2906621,16,6259060,416,4987474,,,,,
2848393,16,6209296,416,4957168,,,,,
2852741,16,6007868,416,4968719,,,,,
2833314,16,6202994,416,4991742,,,,,
2832292,16,6347916,416,4957728,,,,,
2843833,16,6232890,416,4957547,,,,,
2921279,16,6223182,416,4988537,,,,,
2879340,16,6224495,416,4954533,,,,,
2844365,16,6298133,416,4947088,,,,,
2835218,16,6392640,416,4952008,,,,,
2832342,16,6314914,416,4974040,,,,,
2854554,16,6290628,416,4950415,,,,,
2915348,16,6126009,416,4942640,,,,,
2871586,16,6242619,416,5256589,,,,,
2916540,16,6128915,416,4948060,,,,,
2831651,16,6302902,416,4946147,,,,,
2854173,16,6321005,416,4964651,,,,,
2882055,16,6133884,416,4973559,,,,,
2865134,16,6122873,416,4992754,,,,,
2849624,16,6107424,,4943582,,,,,
2864773,16,6150285,,4978798,,,,,
2844385,16,6303221,,4953902,,,,,
2832323,16,5883896,,4941578,,,,,
2882877,16,6258458,,4977907,,,,,
2889790,16,6163931,,4950965,,,,,
2848353,16,6035780,,5041075,,,,,
2841951,16,5910575,,5046184,,,,,
2835237,16,6090644,,4979139,,,,,
2836610,16,6119929,,4947599,,,,,
2921669,16,6089691,,4968579,,,,,
2888027,16,5862516,,4999386,,,,,
2853422,16,6156548,,4957097,,,,,
2830418,16,5764912,,4946016,,,,,
2833244,16,6389403,,4986793,,,,,
2863060,16,4877188,,4950285,,,,,
2924505,16,4829187,,4956116,,,,,
2871365,16,5002713,,4950465,,,,,
2862108,16,5064759,,4986282,,,,,
2869021,16,4944734,,4963679,,,,,
2831711,16,4727637,,4956156,,,,,
2883508,16,5820306,,4971975,,,,,
2904768,16,5630731,,4962667,,,,,
2881344,16,5675776,,4966465,,,,,
2829717,16,5748482,,5001641,,,,,
2830619,16,5555560,,4949492,,,,,
2833214,16,5808213,,4944284,,,,,
2870043,16,5050493,,4968199,,,,,
2894729,16,6175172,,5120102,,,,,
2865154,16,5650718,,4949743,,,,,
2831791,16,5804737,,4946788,,,,,
2829086,16,5653864,,5082542,,,,,
2839255,16,5850232,,4951708,,,,,
2903596,16,6086736,,5088894,,,,,
2876505,16,5687547,,5475680,,,,,
2845367,16,5828321,,5155961,,,,,
2844084,16,5782575,,5474958,,,,,
2834707,16,5780342,,5415858,,,,,
2825880,16,5802113,,5217746,,,,,
2908936,16,5840003,,5187980,,,,,
2893897,16,5644857,,5195965,,,,,
2849715,16,5641811,,5111537,,,,,
2837432,16,5893775,,5098883,,,,,
2834335,16,5742750,,5166400,,,,,
2835488,16,5590194,,5144098,,,,,
2861757,16,5707935,,5096639,,,,,
2898336,16,5839562,,5095327,,,,,
2846268,16,5901379,,5110996,,,,,
2832342,16,5930493,,5093072,,,,,
2835808,16,5552194,,5123299,,,,,
2853943,16,5555850,,5135572,,,,,
2927751,16,5561912,,5395960,,,,,
2879821,16,5403304,,5163765,,,,,
2851328,16,5753080,,5140171,,,,,
2831020,16,5478295,,5146583,,,,,
2833004,16,5431227,,5085297,,,,,
2878128,16,5522357,,5071372,,,,,
2933041,16,5457826,,5063637,,,,,
2859343,16,5472654,,6979510,,,,,
2832342,16,5605052,,5386824,,,,,
2835628,16,6077288,,5079767,,,,,
2832052,16,5036777,,5093964,,,,,
2878319,16,4877839,,5075058,,,,,
2928542,16,4706287,,5064949,,,,,
2860635,16,5149177,,5141263,,,,,
2833164,16,4572586,,5130913,,,,,
2829106,16,4513536,,5088084,,,,,
2840518,16,4677903,,5097841,,,,,
2919335,16,4569600,,5056133,,,,,
2840227,16,4764486,,5065440,,,,,
2844134,16,4641565,,5055492,,,,,
2832433,16,4414569,,5077593,,,,,
2832272,16,4531399,,5087522,,,,,
2829156,16,4895882,,5426147,,,,,
2921931,16,4883049,,5710421,,,,,
2887014,16,4466617,,5134931,,,,,
2827603,16,4747815,,5169456,,,,,
2832794,16,4453012,,5096278,,,,,
2833384,16,4613844,,5089376,,,,,
2840497,16,5623437,,5123559,,,,,
2927871,16,7273963,,5074547,,,,,
2900169,16,6335332,,5093643,,,,,
2863371,16,6601771,,5100727,,,,,
2829095,16,6424489,,5089385,,,,,
2829086,16,6192996,,5066242,,,,,
2848843,16,6277714,,5291504,,,,,
2912312,16,6395816,,5166160,,,,,
2879972,16,4350740,,5082853,,,,,
2845727,16,6494901,,5105817,,,,,
2832082,16,6150676,,5152072,,,,,
2829087,16,6348076,,5102501,,,,,
2874913,16,6280829,,5033881,,,,,
2919446,16,6212922,,5055732,,,,,
2879911,16,6246546,,7080921,,,,,
2856939,16,4467869,,7077364,,,,,
2845226,16,4375426,,7092843,,,,,
2833915,16,4541287,,7081993,,,,,
2898967,16,4358154,,7035385,,,,,
2868269,16,4558028,,7030095,,,,,
2856798,16,5731450,,7023814,,,,,
2836470,16,5695963,,7034103,,,,,
2825870,16,5668772,,7034142,,,,,
2836350,16,5429133,,7033472,,,,,
2893207,16,5557213,,7024064,,,,,
2907142,16,5476962,,7270216,,,,,
2859964,16,5884667,,7093034,,,,,
2847852,16,5399447,,6984541,,,,,
2833285,16,5780862,,7018684,,,,,
2830579,16,5606565,,6980132,,,,,
2875132,16,5549528,,7011571,,,,,
2875173,16,5768419,,6954023,,,,,
2835979,16,5564376,,6934747,,,,,
2832312,16,5580447,,6966226,,,,,
2830730,16,6010092,,6933895,,,,,
2840177,16,5934100,,6943803,,,,,
2885031,16,5791101,,6936760,,,,,
2908485,16,5424344,,7119793,,,,,
2831391,16,5518400,,6913937,,,,,
2834697,16,5647582,,6891746,,,,,
2825881,16,5674713,,6895713,,,,,
2850166,16,5493934,,6891145,,,,,
2919836,16,5609120,,6980913,,,,,
2833714,,5751487,,6892869,,,,,
2836981,,5636451,,6845078,,,,,
2835038,,5871683,,6848525,,,,,
2835939,,5623848,,6839017,,,,,
2887997,,5489325,,6848104,,,,,
2915017,,5406020,,6845379,,,,,
2872408,,5632544,,6841982,,,,,
2832332,,5573404,,6799663,,,,,
2829608,,5684231,,6790576,,,,,
2830599,,5546563,,6799824,,,,,
2919746,,5842548,,6797179,,,,,
2852961,,5450473,,6789163,,,,,
2851798,,6322167,,6795866,,,,,
2832773,,5542876,,6767754,,,,,
2829096,,5601386,,6759729,,,,,
2838774,,5556151,,6747886,,,,,
2932760,,6125169,,6757745,,,,,
2888868,,5530814,,6754438,,,,,
2830329,,5545261,,6743958,,,,,
2829176,,5653293,,6716447,,,,,
2832522,,6136069,,6704915,,,,,
2876104,,5300371,,6707230,,,,,
2945184,,5549589,,6710235,,,,,
2950223,,5863657,,6708282,,,,,
2905109,,5683920,,6746764,,,,,
2877447,,5478996,,6662657,,,,,
2848903,,6241557,,6765238,,,,,
2840247,,5572973,,6666603,,,,,
3038138,,5650108,,6664550,,,,,
2896102,,5828180,,6695267,,,,,
2879521,,5577090,,6737036,,,,,
2832212,,5729757,,7272760,,,,,
2833003,,5702055,,7156212,,,,,
2918924,,5708396,,6918115,,,,,
2873830,,5699039,,7018924,,,,,
2863671,,5606625,,6879884,,,,,
2831180,,5575237,,6928895,,,,,
2832573,,5603309,,6838606,,,,,
2836870,,5793837,,6855087,,,,,
2897725,,5665877,,6806856,,,,,
2885472,,5685613,,6775658,,,,,
2863901,,5782736,,6826444,,,,,
2832783,,5601626,,6822426,,,,,
2832292,,5691806,,6821334,,,,,
2830398,,5672549,,6782902,,,,,
2925617,,5626102,,6778313,,,,,
2867498,,5495407,,6795846,,,,,
2845056,,5797203,,6797689,,,,,
2831861,,5578543,,6818719,,,,,
2832612,,5755464,,6795775,,,,,
2840738,,5445694,,6779105,,,,,
2979168,,5556321,,6838606,,,,,
2929775,,5701643,,6779556,,,,,
2869732,,5642604,,6820071,,,,,
2841459,,5562643,,6791728,,,,,
2832513,,5904784,,6801948,,,,,
2865434,,5493714,,6882118,,,,,
2873921,,5839673,,6534336,,,,,
2853121,,5634278,,8101375,,,,,
2855125,,5672629,,8264931,,,,,
2877357,,5657631,,8311639,,,,,
2833144,,5614971,,8265984,,,,,
2877457,,5649666,,8338660,,,,,
2939363,,5630630,,8395255,,,,,
2880091,,5884197,,8391289,,,,,
2846779,,5490878,,8297352,,,,,
2835389,,5661649,,8279900,,,,,
2834857,,5650047,,8274008,,,,,
2912502,,5519111,,8294608,,,,,
2883509,,5540362,,8540738,,,,,
2877898,,5657691,,7608360,,,,,
2852550,,5582270,,6665481,,,,,
2843193,,5481160,,6152270,,,,,
2831190,,5487882,,6023437,,,,,
2910779,,5557985,,6554283,,,,,
2836710,,5484026,,6727588,,,,,
2850456,,5575477,,6002478,,,,,
2832282,,5171269,,6833347,,,,,
2829096,,5493524,,6809752,,,,,
2843212,,5697817,,6781750,,,,,
2922852,,5480438,,6258438,,,,,
2887936,,5488224,,5706823,,,,,
2864222,,5558205,,5703808,,,,,
2864472,,5712264,,5788387,,,,,
2925617,,5518961,,6075074,,,,,
2891844,,5553566,,5904084,,,,,
2887476,,5747170,,6173679,,,,,
2866265,,5571680,,5849782,,,,,
2899338,,5681215,,5726460,,,,,
2834907,,5671297,,7066093,,,,,
2832352,,5608478,,6664399,,,,,
2881224,,5498093,,6703242,,,,,
2878409,,5572270,,6705977,,,,,
2844414,,5745657,,6705857,,,,,
2832693,,5756727,,6099280,,,,,
2832432,,6093339,,5748100,,,,,
2825880,,5655348,,5718476,,,,,
2867378,,5622515,,5716662,,,,,
2859483,,5779570,,5697776,,,,,
2877286,,6458533,,5720910,,,,,
2832983,,5325538,,5711322,,,,,
2830388,,5296885,,5682668,,,,,
2836370,,5611024,,5730137,,,,,
2859713,,5725409,,5801551,,,,,
2841659,,5721190,,5713105,,,,,
2834887,,5538487,,5739916,,,,,
2829176,,5548527,,5720479,,,,,
2830219,,5645408,,5707455,,,,,
2854544,,5709398,,5725879,,,,,
2856447,,5581208,,5732883,,,,,
2833194,,5599993,,5707154,,,,,
2830970,,5464790,,5765694,,,,,
2832563,,6230165,,5745266,,,,,
2833003,,5530854,,5724727,,,,,
2838775,,5516928,,5754854,,,,,
2848322,,5614230,,5711252,,,,,
2828796,,5605203,,5699600,,,,,
2825870,,6040570,,5757538,,,,,
2834737,,6079462,,5731310,,,,,
2839626,,5921716,,5697576,,,,,
2839285,,5875771,,5742882,,,,,
2842792,,6487167,,5682197,,,,,
2832973,,5731590,,5696795,,,,,
2830408,,6161746,,5831397,,,,,
2834346,,5663402,,5679171,,,,,
2836690,,5716653,,5687438,,,,,
2845076,,5948106,,5725949,,,,,
2831852,,5637925,,5677208,,,,,
2830659,,5888053,,5682197,,,,,
2838844,,5859780,,5707585,,,,,
2829105,,6247247,,5664123,,,,,
2832453,,5496298,,5688660,,,,,
2896573,,5435214,,5713425,,,,,
2832873,,5439622,,5676527,,,,,
2825871,,5860631,,5689440,,,,,
2832704,,5965760,,5713687,,,,,
2832723,,5695942,,5675174,,,,,
2829076,,5643535,,5679802,,,,,
2854313,,5857847,,5685694,,,,,
2837161,,5611855,,5688850,,,,,
2834106,,5665436,,5699219,,,,,
2829166,,5590835,,5694601,,,,,
2830869,,5640018,,5681676,,,,,
2829687,,5705220,,5690082,,,,,
2852891,,5864108,,5677980,,,,,
2833504,,5568594,,5688740,,,,,
2832543,,5645027,,5704188,,,,,
2831720,,5712294,,5691956,,,,,
2834917,,5606926,,5678380,,,,,
2833574,,5507379,,5685554,,,,,
2877276,,5768900,,5683119,,,,,
2832473,,5574114,,5676386,,,,,
2834215,,5974816,,5703327,,,,,
2834857,,5550760,,5686816,,,,,
2833004,,5581769,,5757379,,,,,
2836571,,5828782,,5687296,,,,,
2856227,,5771565,,5678791,,,,,
2834907,,5553546,,5682338,,,,,
2825880,,5458818,,5686836,,,,,
2875854,,5520765,,5673230,,,,,
2844335,,5607347,,5714288,,,,,
2846078,,5678811,,5689861,,,,,
2840347,,5874258,,5673130,,,,,
2833755,,5673040,,5679332,,,,,
2835749,,5527206,,5692307,,,,,
2832293,,5518630,,5677438,,,,,
2831771,,5573323,,5679462,,,,,
2853141,,5701373,,5696484,,,,,
2826061,,5866403,,5682157,,,,,
2835068,,5820808,,5686335,,,,,
2833204,,5678119,,5692577,,,,,
2835508,,5913010,,5669233,,,,,
2832292,,5671978,,5673772,,,,,
2844385,,5863016,,5689000,,,,,
2837211,,5514262,,5672991,,,,,
2832883,,5620411,,5689641,,,,,
2834947,,5665346,,5673310,,,,,
2833504,,5520204,,5686716,,,,,
2835257,,5455241,,5698849,,,,,
2841840,,5528158,,5731530,,,,,
2837682,,5692135,,5682147,,,,,
2836490,,5570819,,5702515,,,,,
2832322,,5385221,,5718616,,,,,
2834486,,5630129,,5664234,,,,,
2835648,,5911758,,5808965,,,,,
2848923,,5512749,,5705331,,,,,
2840517,,5676777,,5685703,,,,,
2832893,,5677028,,5731530,,,,,
2831220,,5736720,,5711852,,,,,
2829085,,5922008,,5672480,,,,,
2838053,,5557453,,5706933,,,,,
2890160,,5715730,,5679292,,,,,
2877547,,5518841,,5679452,,,,,
2851759,,5619880,,5708296,,,,,
2830810,,5584414,,5672710,,,,,
2832683,,5619620,,5673421,,,,,
2832292,,5825647,,5703687,,,,,
2859533,,5663542,,5714438,,,,,
2836210,,5578232,,5686415,,,,,
2834356,,5741268,,5702595,,,,,
2836099,,5559356,,5677569,,,,,
2834216,,5844251,,5679181,,,,,
2844405,,5657400,,5714378,,,,,
2848101,,5693198,,5681355,,,,,
2837693,,5628407,,5688489,,,,,
2832293,,6074643,,5709007,,,,,
2829096,,5627494,,5674944,,,,,
2832182,,5568124,,5702395,,,,,
2846840,,5703236,,5676837,,,,,
2849194,,5585957,,5694911,,,,,
2830689,,5694891,,5696474,,,,,
2830328,,5668752,,5685683,,,,,
2832983,,5632444,,5689111,,,,,
2829076,,5984754,,5715950,,,,,
2850316,,5782195,,5734234,,,,,
2837923,,5625300,,5671337,,,,,
2840217,,5650518,,5714909,,,,,
2829166,,5715660,,5732592,,,,,
2837652,,5565989,,5673611,,,,,
2829497,,5893344,,5723745,,,,,
2861236,,5630310,,5714087,,,,,
2848983,,5458387,,5676346,,,,,
2829787,,5459931,,5705341,,,,,
2829086,,5678310,,5674784,,,,,
2832563,,5562833,,5698198,,,,,
2834205,,5579475,,5704990,,,,,
2863009,,5618267,,5694050,,,,,
2829266,,5683029,,5676146,,,,,
2834396,,5677969,,5705000,,,,,
2840026,,5605363,,5684542,,,,,
2825870,,5563034,,5678570,,,,,
2829977,,5569976,,5704219,,,,,
2851488,,5802583,,5704229,,,,,
2934514,,5563565,,5696354,,,,,
2845868,,5482292,,5719227,,,,,
2835147,,5867685,,5691685,,,,,
2834156,,5682928,,5683180,,,,,
2832332,,5594452,,5721951,,,,,
2873750,,5608539,,5704248,,,,,
2838574,,5587941,,5673250,,,,,
2833224,,5672369,,5724817,,,,,
2829096,,5702605,,5756727,,,,,
2830689,,5505245,,5137615,,,,,
2844124,,5617917,,4976864,,,,,
2842060,,5659615,,4887446,,,,,
2833174,,5567121,,4928554,,,,,
2834536,,5816970,,5071051,,,,,
2832563,,5380842,,4966195,,,,,
2832292,,5612206,,4760187,,,,,
2868931,,5513762,,4734891,,,,,
2845226,,5601676,,4878350,,,,,
2829256,,5889966,,4721786,,,,,
2831901,,5594804,,4655191,,,,,
2831240,,5925684,,4739790,,,,,
2835769,,5850483,,4675269,,,,,
2844896,,5650588,,4653939,,,,,
2837352,,5628497,,4653227,,,,,
2833444,,5462766,,4715324,,,,,
2825870,,6058002,,4655051,,,,,
2829427,,5461063,,4737746,,,,,
2852941,,5756958,,5023892,,,,,
2872106,,5428261,,5026618,,,,,
2835629,,5564727,,4823867,,,,,
2834366,,5692998,,4691018,,,,,
2836521,,5913370,,4790495,,,,,
2830409,,5580126,,4811183,,,,,
2832102,,5413503,,4668045,,,,,
2852891,,5623146,,5058287,,,,,
2829256,,5742240,,6038155,,,,,
2830259,,5645639,,5663182,,,,,
2833113,,5995314,,5690883,,,,,
2829397,,5527156,,5665817,,,,,
2829126,,5432339,,5670866,,,,,
2860705,,5632023,,5289450,,,,,
2843584,,5858889,,4545074,,,,,
2832291,,5738332,,4602062,,,,,
2830349,,5583272,,4652125,,,,,
2833705,,5447396,,4676761,,,,,
2835968,,5596126,,4622339,,,,,
2862710,,5592329,,4621668,,,,,
2832643,,5630901,,4635224,,,,,
2860115,,5624409,,4640174,,,,,
2829117,,5742049,,4619544,,,,,
2859914,,5972742,,4653438,,,,,
2865154,,5690482,,4712819,,,,,
2870183,,5629008,,4653759,,,,,
2842922,,5682498,,4654089,,,,,
2888728,,5660897,,4674397,,,,,
2869973,,5453579,,4679146,,,,,
2829126,,5807603,,4682412,,,,,
2880402,,5687447,,4631877,,,,,
2905520,,5638104,,4668587,,,,,
2887156,,5727542,,4668957,,,,,
2826772,,5945982,,4685067,,,,,
2835367,,6685529,,4685818,,,,,
2836540,,6565825,,4716727,,,,,
2852060,,5335487,,4674858,,,,,
2840598,,6132973,,4693322,,,,,
2834656,,5612166,,4825250,,,,,
2833184,,5508251,,4716517,,,,,
2829096,,5885098,,4671331,,,,,
2833545,,5752208,,4705255,,,,,
2861146,,5606275,,4674818,,,,,
2834987,,5699039,,4672073,,,,,
2844525,,5822771,,4683735,,,,,
2833404,,5620210,,4697060,,,,,
2832312,,5578512,,4660711,,,,,
2836580,,6102877,,4675570,,,,,
2855025,,5503602,,4740611,,,,,
2842972,,6172337,,4717979,,,,,
2831200,,6401577,,4843324,,,,,
2863491,,5584494,,4820261,,,,,
2831070,,5566931,,4741322,,,,,
2833014,,6466949,,4681170,,,,,
2869141,,5522858,,4695357,,,,,
2846549,,5187089,,4688193,,,,,
2859333,,6376920,,4676551,,,,,
2830498,,5156401,,4693613,,,,,
2835007,,5517488,,4690707,,,,,
2834406,,5702956,,4715514,,,,,
2859443,,5659164,,4688033,,,,,
2834877,,5555279,,4682683,,,,,
2835418,,5767087,,4682503,,,,,
2829527,,5622084,,4721796,,,,,
2829086,,5531544,,4695486,,,,,
2839085,,5862616,,4665831,,,,,
2870013,,5645959,,4681550,,,,,
2845997,,5647422,,4703362,,,,,
2834817,,5596506,,4681721,,,,,
2833324,,5745135,,4678054,,,,,
2836349,,5967703,,4701848,,,,,
2839536,,5629599,,4666953,,,,,
2857370,,5739464,,4654129,,,,,
2847611,,5689120,,4693794,,,,,
2833033,,5615272,,4684296,,,,,
2829907,,5632374,,4671111,,,,,
2836861,,5474387,,4653277,,,,,
2855445,,5839061,,4710946,,,,,
2832012,,5549037,,4687081,,,,,
2841459,,5780141,,4662474,,,,,
2833454,,5740738,,4668266,,,,,
2828976,,5597488,,4690909,,,,,
2844084,,5765414,,4677993,,,,,
2854934,,5649566,,4666733,,,,,
2845046,,6050428,,4717198,,,,,
2830028,,5739294,,4692061,,,,,
2833214,,5694741,,4680629,,,,,
2835068,,5581459,,4805102,,,,,
2838244,,5570688,,4715805,,,,,
2862649,,5727101,,4686890,,,,,
2835709,,5354383,,4665049,,,,,
2827483,,5794548,,4781588,,,,,
2831361,,5496459,,4719191,,,,,
2835869,,5586338,,4693123,,,,,
2836399,,5924141,,4671661,,,,,
2849224,,5839903,,4668967,,,,,
2839836,,5730578,,4662145,,,,,
2835788,,5772276,,4699514,,,,,
2829077,,5614491,,4699574,,,,,
2835388,,5521656,,4676651,,,,,
2837522,,5632924,,4677493,,,,,
2859754,,6215368,,4674166,,,,,
2832512,,5690893,,4699685,,,,,
2833885,,5710871,,4715133,,,,,
2831931,,5522207,,4684066,,,,,
2829086,,5703106,,4724622,,,,,
2838634,,5647863,,4673585,,,,,
2865704,,5587319,,4677423,,,,,
2834196,,5432660,,4689004,,,,,
2825930,,5759913,,4732145,,,,,
2836830,,5496629,,4719963,,,,,
2835468,,5771675,,4680118,,,,,
2904688,,5858968,,4697280,,,,,
2954041,,5579325,,4739700,,,,,
2909527,,5754673,,4687472,,,,,
3024533,,5813794,,4659930,,,,,
3060069,,5602157,,4691760,,,,,
2917492,,5893935,,4675799,,,,,
2917221,,5645698,,4679347,,,,,
2924385,,6343056,,4705926,,,,,
2877537,,5468807,,4671892,,,,,
2846920,,5521927,,4680668,,,,,
2835769,,6029769,,4675950,,,,,
2830418,,5650849,,4683534,,,,,
2881023,,5849571,,4673506,,,,,
2887756,,5733984,,4686691,,,,,
2875583,,6330583,,4714473,,,,,
2829097,,5203961,,4724330,,,,,
2831300,,5410237,,4714252,,,,,
2830268,,5546844,,4735712,,,,,
2864773,,5572602,,4775787,,,,,
2870514,,5518781,,4764346,,,,,
2856748,,5615152,,4739479,,,,,
2830248,,5741498,,4727536,,,,,
2837171,,5605875,,4764987,,,,,
2839696,,5727853,,4721265,,,,,
2836730,,5851145,,4725884,,,,,
2830859,,5736008,,4760678,,,,,
2830238,,5994963,,4735652,,,,,
2838373,,5608990,,4757032,,,,,
2837903,,5700001,,4750119,,,,,
2827564,,5600303,,4723860,,,,,
2836840,,5645709,,4737425,,,,,
2880272,,5721180,,4722898,,,,,
2828275,,5641050,,4753376,,,,,
2836750,,5573514,,4719461,,,,,
2835498,,5715489,,4720193,,,,,
2868610,,5483665,,4734951,,,,,
2832282,,5284702,,4734280,,,,,
2851548,,5687086,,4755789,,,,,
2835980,,5729586,,4732817,,,,,
2825871,,5353751,,4775817,,,,,
2872337,,5250087,,4776309,,,,,
2891212,,5497220,,4725553,,,,,
2859323,,5657171,,4724461,,,,,
2833945,,5800319,,4742785,,,,,
2852991,,5694420,,4689064,,,,,
2842922,,5558725,,4709283,,,,,
2838324,,5906898,,4768794,,,,,
2857930,,5597909,,4855667,,,,,
2901782,,5690153,,4924516,,,,,
2889259,,5696234,,4806715,,,,,
2829226,,5613889,,4782800,,,,,
2864923,,5587179,,4737636,,,,,
2843773,,5666067,,4715474,,,,,
2870885,,5765243,,4830480,,,,,
2854574,,5600464,,4875985,,,,,
2840498,,5785812,,4755339,,,,,
2850667,,5555810,,4751111,,,,,
2853152,,5600874,,4785375,,,,,
2861507,,5567201,,4751933,,,,,
2888338,,5613429,,4751671,,,,,
2888678,,5641160,,4795023,,,,,
2852660,,5756066,,4752404,,,,,
2862920,,5658031,,4748546,,,,,
2924745,,5505797,,4762252,,,,,
2893837,,5675013,,4758184,,,,,
2916851,,5672379,,4750920,,,,,
2881174,,5539109,,4741213,,,,,
2849464,,5600053,,4765268,,,,,
2912904,,5989744,,4733338,,,,,
2897485,,5468677,,4751021,,,,,
2929704,,5675144,,4781438,,,,,
2932070,,5581899,,4757453,,,,,
2980380,,5573102,,4754237,,,,,
3000317,,6018087,,4774806,,,,,
2892886,,5848749,,4772782,,,,,
2875624,,5513831,,4754828,,,,,
2899127,,5798816,,4759547,,,,,
2954140,,5909984,,4753425,,,,,
2897304,,5555400,,4802868,,,,,
2846349,,5970698,,4758495,,,,,
2848372,,5335327,,5002883,,,,,
2847541,,5485368,,5165869,,,,,
2885041,,5937295,,5578662,,,,,
2907233,,5661659,,5071462,,,,,
2899829,,5788887,,5034282,,,,,
2879691,,5742540,,4869644,,,,,
2833584,,5526816,,4747024,,,,,
2879350,,5440143,,4742765,,,,,
2950975,,5611815,,4743617,,,,,
2885723,,5729766,,4752123,,,,,
2852540,,5779901,,4752203,,,,,
2868661,,5480028,,4767381,,,,,
2885051,,5492241,,4755290,,,,,
2871125,,5633055,,4727327,,,,,
2891363,,5534710,,4742195,,,,,
2902664,,5597108,,4755449,,,,,
2888106,,5677929,,4758004,,,,,
2826061,,5824754,,4763013,,,,,
2838935,,6569772,,4750220,,,,,
2918343,,5888695,,4969941,,,,,
2936748,,6412046,,4911602,,,,,
2900389,,5745716,,4802387,,,,,
2859964,,6026233,,4917974,,,,,
2843042,,5347209,,4835660,,,,,
2836360,,5638866,,4730814,,,,,
2932851,,5633155,,5309799,,,,,
2949282,,5590805,,4832775,,,,,
2880002,,5622235,,4785816,,,,,
2867809,,5581148,,4823496,,,,,
2855225,,5527377,,4823597,,,,,
2896142,,5754994,,4828326,,,,,
2895711,,5752819,,4820852,,,,,
2939273,,5526616,,4819449,,,,,
2875984,,5497642,,4820421,,,,,
2872398,,6928665,,4819579,,,,,
2831961,,5255527,,4819409,,,,,
2887476,,5789368,,4822184,,,,,
2920708,,5700021,,4816063,,,,,
2877166,,5326079,,4816724,,,,,
2851909,,5578583,,4832153,,,,,
2837441,,5475439,,4816293,,,,,
2829457,,5289831,,4816604,,,,,
2883448,,5400870,,4826111,,,,,
2955153,,5650869,,4814310,,,,,
2904668,,5535492,,4819630,,,,,
2877987,,5421518,,4823657,,,,,
2842071,,5537255,,4821473,,,,,
2834636,,5669784,,4817897,,,,,
2899759,,5646180,,4818037,,,,,
2914927,,5632314,,4820712,,,,,
2893316,,5848919,,4821854,,,,,
2866336,,5618548,,4812497,,,,,
2829136,,5938237,,4806415,,,,,
2895911,,5569356,,4811705,,,,,
3026556,,5909885,,4809019,,,,,
2921790,,5621083,,4818878,,,,,
2877588,,5645700,,4817907,,,,,
2879200,,6562839,,4819880,,,,,
2857870,,6130418,,4813457,,,,,
2879791,,6208554,,4811785,,,,,
2892996,,5467405,,4815111,,,,,
2939754,,5538087,,4808589,,,,,
2869432,,5375001,,4754717,,,,,
2876335,,5552825,,4666282,,,,,
2865294,,5404156,,4680409,,,,,
2993765,,5269433,,4677403,,,,,
2947137,,5477173,,4686079,,,,,
2880242,,5585837,,4661964,,,,,
2855806,,5673441,,4690878,,,,,
2862018,,5681897,,4675810,,,,,
2830739,,5793316,,4680068,,,,,
2880963,,5689021,,4682362,,,,,
2913685,,5773970,,4680849,,,,,
2909638,,5645919,,4675128,,,,,
2877587,,5629699,,4678916,,,,,
2840748,,5755125,,4675700,,,,,
2871005,,5582801,,4656904,,,,,
2893768,,5769321,,4680218,,,,,
2908746,,5851214,,4679777,,,,,
2861537,,5679092,,4674737,,,,,
2846839,,5499164,,4685037,,,,,
2871165,,5680594,,4692130,,,,,
2900610,,5597989,,4675169,,,,,
2909497,,5663603,,4678846,,,,,
