sum_iterative_nif (Run Time Measurements),sum_iterative_nif (Memory Usage Measurements),sum_recursive2 (Run Time Measurements),sum_recursive2 (Memory Usage Measurements),sum_port (Run Time Measurements),sum_port (Memory Usage Measurements),sum_recursive (Run Time Measurements),sum_recursive (Memory Usage Measurements),sum_iterative (Run Time Measurements),sum_iterative (Memory Usage Measurements)
2846380,,,,,,,,,
2838245,,,,,,,,,
2834378,,,,,,,,,
2838937,,,,,,,,,
2838727,,,,,,,,,
2834869,,,,,,,,,
2839358,,,,,,,,,
2909439,,,,,,,,,
2835300,,,,,,,,,
2840140,,,,,,,,,
2838136,,,,,,,,,
2833026,,,,,,,,,
2848736,,,,,,,,,
2832956,,,,,,,,,
2835350,,,,,,,,,
2838346,,,,,,,,,
2832024,,,,,,,,,
2835761,,,,,,,,,
2829098,,,,,,,,,
2848265,,,,,,,,,
2834077,,,,,,,,,
2845329,,,,,,,,,
2835590,,,,,,,,,
2839878,,,,,,,,,
2835570,,,,,,,,,
2833026,,,,,,,,,
2833086,,,,,,,,,
2838045,,,,,,,,,
2835169,,,,,,,,,
2841972,,,,,,,,,
2839939,,,,,,,,,
2830532,,,,,,,,,
2825883,,,,,,,,,
2850408,,,,,,,,,
2830701,,,,,,,,,
2829098,,,,,,,,,
2840710,,,,,,,,,
2840219,,,,,,,,,
2829098,,,,,,,,,
2835510,,,,,,,,,
2834889,,,,,,,,,
2836252,,,,,,,,,
2835150,,,,,,,,,
2835891,,,,,,,,,
2839939,,,,,,,,,
2837054,,,,,,,,,
2837775,,,,,,,,,
2835661,,,,,,,,,
2835871,,,,,,,,,
2829098,,,,,,,,,
2833286,,,,,,,,,
2831162,,,,,,,,,
2832304,,,,,,,,,
2838245,,,,,,,,,
2844097,,,,,,,,,
2829780,,,,,,,,,
2841381,,,,,,,,,
2834700,,,,,,,,,
2837374,,,,,,,,,
2831954,,,,,,,,,
2846501,,,,,,,,,
2839528,,,,,,,,,
2835070,,,,,,,,,
2825883,,,,,,,,,
2840891,,,,,,,,,
2838636,,,,,,,,,
2833026,,,,,,,,,
2840930,,,,,,,,,
2841772,,,,,,,,,
2849026,,,,,,,,,
2854796,,,,,,,,,
2892918,,,,,,,,,
2852132,,,,,,,,,
2847202,,,,,,,,,
3588407,,,,,,,,,
3021580,,,,,,,,,
3153558,,,,,,,,,
4392718,,,,,,,,,
3916262,,,,,,,,,
2854897,,,,,,,,,
2850148,,,,,,,,,
2881156,,,,,,,,,
2883170,,,,,,,,,
2868493,,,,,,,,,
2849407,,,,,,,,,
2839859,,,,,,,,,
2834188,,,,,,,,,
2843205,,,,,,,,,
2850418,,,,,,,,,
2847964,,,,,,,,,
2831162,,,,,,,,,
2836393,,,,,,,,,
2834078,,,,,,,,,
2842314,,,,,,,,,
2836924,,,,,,,,,
2838205,,,,,,,,,
2842183,,,,,,,,,
2839107,,,,,,,,,
2841832,,,,,,,,,
2842965,,,,,,,,,
2834639,,,,,,,,,
2825952,,,,,,,,,
2846490,,,,,,,,,
2834799,,,,,,,,,
2829098,,,,,,,,,
2840069,,,,,,,,,
2835781,,,,,,,,,
2830480,,,,,,,,,
2835270,,,,,,,,,
2833778,,,,,,,,,
2843225,,,,,,,,,
2842163,,,,,,,,,
2835821,,,,,,,,,
2845649,,,,,,,,,
2826934,,,,,,,,,
2835641,,,,,,,,,
2838396,,,,,,,,,
2844337,,,,,,,,,
2829258,,,,,,,,,
2847302,,,,,,,,,
2835761,,,,,,,,,
2832053,,,,,,,,,
2838316,,,,,,,,,
2843966,,,,,,,,,
2841542,,,,,,,,,
2830511,,,,,,,,,
2834829,,,,,,,,,
2841952,,,,,,,,,
2831934,,,,,,,,,
2848926,,,,,,,,,
2835831,,,,,,,,,
2828697,,,,,,,,,
2825882,,,,,,,,,
2834809,,,,,,,,,
2836041,,,,,,,,,
2830901,,,,,,,,,
2837474,,,,,,,,,
2841312,,,,,,,,,
2836402,,,,,,,,,
2847884,,,,,,,,,
2847193,,,,,,,,,
2844567,,,,,,,,,
2829148,,,,,,,,,
2833807,,,,,,,,,
2835220,,,,,,,,,
2845278,,,,,,,,,
2848795,,,,,,,,,
2834628,,,,,,,,,
2833687,,,,,,,,,
2832004,,,,,,,,,
2839448,,,,,,,,,
2954845,,,,,,,,,
2905272,,,,,,,,,
2890484,,,,,,,,,
2908748,,,,,,,,,
2887558,,,,,,,,,
2894702,,,,,,,,,
2939396,,,,,,,,,
3942431,,,,,,,,,
3830260,,,,,,,,,
2901174,,,,,,,,,
2944986,,,,,,,,,
2939135,,,,,,,,,
2949995,,,,,,,,,
2952019,,,,,,,,,
2893710,,,,,,,,,
2892027,,,,,,,,,
2896214,,,,,,,,,
2898158,,,,,,,,,
2884563,,,,,,,,,
2891596,,,,,,,,,
2882469,,,,,,,,,
2874734,,,,,,,,,
2825882,,,,,,,,,
2850989,,,,,,,,,
2833016,,,,,,,,,
2833025,,,,,,,,,
2830901,,,,,,,,,
2835710,,,,,,,,,
2829098,,,,,,,,,
2841281,,,,,,,,,
2841492,,,,,,,,,
2839077,,,,,,,,,
2835170,,,,,,,,,
2840139,,,,,,,,,
2839237,,,,,,,,,
2833026,,,,,,,,,
2834970,,,,,,,,,
2834027,,,,,,,,,
2832364,,,,,,,,,
2825882,,,,,,,,,
2841291,,,,,,,,,
2839568,,,,,,,,,
2833016,,,,,,,,,
2848275,,,,,,,,,
2834188,,,,,,,,,
2832574,,,,,,,,,
2829099,,,,,,,,,
2838977,,,,,,,,,
2840771,,,,,,,,,
2833035,,,,,,,,,
2848374,,,,,,,,,
2842574,,,,,,,,,
2831954,,,,,,,,,
2834198,,,,,,,,,
2837384,,,,,,,,,
2840209,,,,,,,,,
2838536,,,,,,,,,
2841602,,,,,,,,,
2851571,,,,,,,,,
2838326,,,,,,,,,
2832615,,,,,,,,,
2846651,,,,,,,,,
2833346,,,,,,,,,
2841401,,,,,,,,,
2840990,,,,,,,,,
2841922,,,,,,,,,
2829098,,,,,,,,,
2835340,,,,,,,,,
2835600,,,,,,,,,
2834178,,,,,,,,,
2844066,,,,,,,,,
2837985,,,,,,,,,
2838586,,,,,,,,,
2835140,,,,,,,,,
2945878,,,,,,,,,
2839989,,,,,,,,,
2836012,,,,,,,,,
2829099,,,,,,,,,
2841402,,,,,,,,,
2839739,,,,,,,,,
2829099,,,,,,,,,
2834469,,,,,,,,,
2831844,,,,,,,,,
2832565,,,,,,,,,
2829098,,,,,,,,,
2833827,,,,,,,,,
2858614,,,,,,,,,
2838376,,,,,,,,,
2836622,,,,,,,,,
2834829,,,,,,,,,
2851801,,,,,,,,,
2886236,,,,,,,,,
2882659,,,,,,,,,
2877799,,,,,,,,,
2847423,,,,,,,,,
2886526,,,,,,,,,
2862761,,,,,,,,,
2890003,,,,,,,,,
2840930,,,,,,,,,
2847122,,,,,,,,,
2940689,,,,,,,,,
2825892,,,,,,,,,
2847914,,,,,,,,,
2835009,,,,,,,,,
2836782,,,,,,,,,
2844588,,,,,,,,,
2832565,,,,,,,,,
2843105,,,,,,,,,
2856499,,,,,,,,,
2843185,,,,,,,,,
2841492,,,,,,,,,
2838226,,,,,,,,,
2840560,,,,,,,,,
2863553,,,,,,,,,
2839868,,,,,,,,,
2832314,,,,,,,,,
2836382,,,,,,,,,
2836041,,,,,,,,,
2836533,,,,,,,,,
2831603,,,,,,,,,
2831823,,,,,,,,,
2855057,,,,,,,,,
2831252,,,,,,,,,
2832024,,,,,,,,,
2835510,,,,,,,,,
2829088,,,,,,,,,
2848224,,,,,,,,,
2836422,,,,,,,,,
2842614,,,,,,,,,
2838416,,,,,,,,,
2832955,,,,,,,,,
2840880,,,,,,,,,
2835310,,,,,,,,,
2841723,,,,,,,,,
2844868,,,,,,,,,
2840019,,,,,,,,,
2829099,,,,,,,,,
2841773,,,,,,,,,
2842003,,,,,,,,,
2839227,,,,,,,,,
2835581,,,,,,,,,
2840721,,,,,,,,,
2832555,,,,,,,,,
2841381,,,,,,,,,
2834599,,,,,,,,,
2839027,,,,,,,,,
2829088,,,,,,,,,
2839207,,,,,,,,,
2837485,,,,,,,,,
2838396,,,,,,,,,
2835630,,,,,,,,,
2836963,,,,,,,,,
2840830,,,,,,,,,
2832304,,,,,,,,,
2842844,,,,,,,,,
2837243,,,,,,,,,
2825892,,,,,,,,,
2842724,,,,,,,,,
2832485,,,,,,,,,
2838576,,,,,,,,,
2825883,,,,,,,,,
2835049,,,,,,,,,
2835029,,,,,,,,,
2845289,,,,,,,,,
2846842,,,,,,,,,
2831503,,,,,,,,,
2835220,,,,,,,,,
2829098,,,,,,,,,
2836051,,,,,,,,,
2841972,,,,,,,,,
2832424,,,,,,,,,
2840851,,,,,,,,,
2986585,,,,,,,,,
2841682,,,,,,,,,
2833026,,,,,,,,,
2849327,,,,,,,,,
2832766,,,,,,,,,
2829099,,,,,,,,,
2841402,,,,,,,,,
2837835,,,,,,,,,
2829830,,,,,,,,,
2846822,,,,,,,,,
2847513,,,,,,,,,
2843125,,,,,,,,,
2840430,,,,,,,,,
2835821,,,,,,,,,
2839558,,,,,,,,,
2835170,,,,,,,,,
2847773,,,,,,,,,
2833988,,,,,,,,,
2839528,,,,,,,,,
2831973,,,,,,,,,
2847333,,,,,,,,,
2834007,,,,,,,,,
2833026,,,,,,,,,
2835450,,,,,,,,,
2841421,,,,,,,,,
2839147,,,,,,,,,
2838256,,,,,,,,,
2843165,,,,,,,,,
2839077,,,,,,,,,
2829098,,,,,,,,,
2833396,,,,,,,,,
2841922,,,,,,,,,
2838056,,,,,,,,,
2839859,,,,,,,,,
2840640,,,,,,,,,
2839157,,,,,,,,,
2835730,,,,,,,,,
2835571,,,,,,,,,
2842073,,,,,,,,,
2838315,,,,,,,,,
2833016,,,,,,,,,
2840159,,,,,,,,,
2841953,,,,,,,,,
2825892,,,,,,,,,
2850038,,,,,,,,,
2866318,,,,,,,,,
2835240,,,,,,,,,
2850449,,,,,,,,,
2836121,,,,,,,,,
2829860,,,,,,,,,
2839278,,,,,,,,,
2834008,,,,,,,,,
2843154,,,,,,,,,
2825883,,,,,,,,,
2831363,,,,,,,,,
2834659,,,,,,,,,
2837494,,,,,,,,,
2834318,,,,,,,,,
2835911,,,,,,,,,
2839749,,,,,,,,,
2838376,,,,,,,,,
2841362,,,,,,,,,
2852332,,,,,,,,,
2838376,,,,,,,,,
2832886,,,,,,,,,
2846441,,,,,,,,,
2838226,,,,,,,,,
2841231,,,,,,,,,
2840951,,,,,,,,,
2842714,,,,,,,,,
2829850,,,,,,,,,
2829088,,,,,,,,,
2835400,,,,,,,,,
2847844,,,,,,,,,
2836302,,,,,,,,,
2834709,,,,,,,,,
2834999,,,,,,,,,
